761,yield,産出する、屈する、譲る、収穫高
762,limitation,制限、限界
763,extensive,広範囲の、大規模な
764,radical,急進的な、根本的な
765,dismiss,解雇する、退ける・却下する
766,riot,暴動
767,exceed,超える、上回る
768,remodel,改造する、リフォームする
769,fierce,激しい、どう猛な
770,adolescent,思春期の、思春期の若者
771,component,構成要素、部品
772,suspicious,疑わしい、疑っている
773,herd,群れ、群れをなす
774,syndrome,症候群、一連の特徴
775,offensive,不快な、攻撃的な
776,outdated,時代遅れの
777,diminish,減る、減少させる
778,functional,機能的な、機能上の
779,bureau,局、事務所、官庁の部局
780,wreck,大破させる、難破させる、残骸・壊れたもの
781,sanctuary,聖域、保護区、避難所
782,impair,損なう、弱める
783,prompt,促す、即座の、きっかけ
784,bait,餌、おとり
785,mutual,相互の、共通の
786,diagram,図表、模式図
787,distress,苦悩、困窮、苦しめる、遭難
788,expel,追放する、退学処分にする、排出する
789,rotten,腐った、ひどく悪い
790,subtle,微妙な、巧妙な・分かりにくい
791,tentative,仮の、試験的な、ためらいがちな
792,defective,欠陥のある
793,legible,判読できる、読みやすい
794,propel,前進させる、推進する
795,pluck,引き抜く、むしり取る、勇気
796,evade,逃れる、避ける、ごまかす
797,slack,たるんだ、ゆるい、不活発な
798,glossary,用語集
799,grasp,しっかりつかむ、理解する、理解
800,junction,合流点、交差点、接続点
801,righteous,正しい、高潔な
802,hover,空中にとどまる、うろつく
803,decode,解読する、暗号を解く
804,encase,包み込む、覆う
805,victorious,勝利した、勝ち誇った
806,beggar,物乞い、乞食
807,drowsy,眠い、うとうとしている
808,strangle,絞め殺す、首を絞める、圧殺する
809,esteem,尊敬する、評価する、尊敬・評価
810,deflate,空気を抜く、しぼませる、意気消沈させる
811,dubious,疑わしい、怪しい、半信半疑の
812,texture,質感、手触り、（生地などの）きめ
813,tenant,借家人、入居者、地主から借りている人
814,declaration,宣言、申告
815,tease,からかう、いじめる（しつこくいじる）
816,tariff,関税、料金表
817,conquest,征服、勝ち取ること
818,denial,否定、拒否、拒絶
819,domain,領域、範囲、（インターネットの）ドメイン
820,simulate,模擬する、〜のふりをする
821,disarm,武装解除する、警戒心を解く
822,concise,簡潔な、要領を得た
823,mortal,死すべき、致命的な、人間
824,sequel,続編、続き
825,stumble,つまずく、よろける、口ごもる
826,gloomy,薄暗い、憂うつな、悲観的な
827,convert,変える、改宗させる、転換する
828,contract,契約、契約する、縮む・収縮する
829,assign,割り当てる、任命する、課す
830,harsh,厳しい、過酷な、（音・色が）きつい
831,procedure,手順、手続き
832,counter,反対する、対抗する、カウンター台
833,pose,ポーズをとる、（問題などを）引き起こす、〜を装う
834,barely,かろうじて、ほとんど〜ない
835,superior,優れた、上位の、上司
836,supplement,補う、補足する、サプリメント・付録
837,institution,機関、団体、制度
838,heritage,遺産、伝統
839,boom,好景気、ブーム、にわか人気、急成長する
840,relieve,和らげる、安心させる、軽減する
841,tuition,授業料、レッスン
842,invasion,侵入、侵攻、侵害
843,interfere,干渉する、邪魔をする
844,dispute,論争する、争う、論争・紛争
845,launch,開始する、打ち上げる、発売する
846,preference,好み、優先権
847,recall,思い出す、回収する、召還する
848,treaty,条約、協定
849,immediate,即座の、差し迫った、目の前の
850,sacrifice,犠牲、犠牲にする、いけにえ
851,interrupt,中断させる、さえぎる
852,authentic,本物の、信頼できる、本格的な
853,originate,始まる、起源を持つ、生み出す
854,starve,飢える、ひどく空腹である
855,commission,委員会、手数料、任命・委託、委任する
856,ruin,台無しにする、滅ぼす、廃墟・破滅
857,illustrate,例示する、図解する、説明する
858,primitive,原始的な、未発達な
859,tremendous,とてつもなく大きい、すごい
860,carve,彫る、刻む、切り分ける
861,decent,ちゃんとした、まともな、かなり良い
862,trait,特徴、特性
863,outsource,外注する、アウトソーシングする
864,compound,混合物、複合体、複合の、混合する
865,durable,耐久性のある、長持ちする
866,degrade,品位を落とす、劣化させる、環境を悪化させる
867,medieval,中世の
868,steep,急な、険しい、（値段などが）高すぎる
869,displace,追い出す、取って代わる、移動させる
870,enrich,豊かにする、強化する
871,chore,雑用、面倒な仕事
872,rebellion,反乱、反抗
873,replicate,複製する、再現する
874,consent,同意、承諾、同意する
875,identical,全く同じ、同一の
876,embrace,抱きしめる、受け入れる、取り入れる
877,genuine,本物の、心からの、誠実な
878,stray,道に迷う、はぐれる、迷い出た
879,retrieve,取り戻す、回収する、検索する
880,draft,下書き、草案、徴兵、下書きする
881,bachelor,独身男性、学士
882,downfall,没落、失脚、破滅
883,crucial,極めて重要な、決定的な
884,bump,ぶつかる、コツンと当たる、こぶ・でっぱり
885,surrender,降伏する、譲り渡す、降伏
886,enclose,同封する、囲む・取り囲む
887,graphic,生々しい、図解の、グラフィックの
888,shield,盾、防御、守る・保護する
889,ritual,儀式、お決まりの行為
890,discriminate,差別する、識別する
891,suite,一続きの部屋、スイートルーム、一式
892,steer,操縦する、進路を取る、導く
893,equivalent,同等の、同価値の、同等のもの
894,seal,封をする、密閉する、アザラシ、封印
895,trace,跡、痕跡、たどる、わずかな〜
896,fraud,詐欺、詐欺師、詐欺行為
897,pioneer,開拓者、先駆者、開拓する
898,vanish,消える、姿を消す
899,ethnic,民族の、人種的な
900,hurdle,ハードル、障害
901,depart,出発する、去る
902,ripen,熟す、熟させる
903,brisk,きびきびした、活発な、（天気が）さわやかな
904,slump,急に落ち込む、不振になる、不況・スランプ
905,venture,冒険的事業、ベンチャー、思い切って〜する
906,furious,激怒した、猛烈な
907,impede,妨げる、遅らせる
908,transition,移り変わり、変化・過渡期
909,subjective,主観的な
910,insult,侮辱する、侮辱
911,nourish,栄養を与える、育てる
912,impose,課す、押しつける
913,curse,のろい、悪態、のろう
914,blurry,ぼやけた、はっきりしない
915,successor,後継者、後任者
916,renovate,改装する、リフォームする
917,flaw,傷、欠点、欠陥
918,parallel,平行な、類似した、平行線・類似物
919,maternity,母性の、妊産婦用の
920,anthem,賛歌、国歌
921,deprive,奪う、取り上げる
922,insane,正気でない、狂気の、常軌を逸した
923,asset,資産、貴重な存在・強み
924,obscure,わかりにくい、曖昧な、無名の、覆い隠す
925,disgust,嫌悪感を起こさせる、むかつかせる、嫌悪
926,intimate,親密な、私的な、ほのめかす
927,scratch,引っかく、傷をつける、ひっかき傷
928,legacy,遺産、受け継いだもの
929,summit,頂上、首脳会談
930,vibrant,活気に満ちた、鮮やかな
931,exclaim,叫ぶ、声を上げる
932,sprain,捻挫する、捻挫
933,lump,こぶ、塊、ひとまとめにする
934,plentiful,豊富な、たくさんの
935,inhale,吸い込む、吸入する
936,muddy,泥だらけの、濁った
937,devise,考案する、工夫する
938,incidence,発生（率）、起こり方
939,impassable,通れない、通行不能の
940,nosy,詮索好きな、おせっかいな
941,erect,直立した、建てる・組み立てる
942,damp,湿った、湿気のある
943,empower,権限を与える、力を与える
944,confession,告白、自白
945,spectacle,壮観、見もの、眼鏡（spectacles）
946,attentive,注意深い、よく気がつく
947,conviction,有罪判決、確信、信念
948,vacuum,真空、空白状態、掃除機
949,rally,集会、結集、立て直す・元気を取り戻す
950,snatch,ひったくる、さっとつかむ、ひったくり
951,torch,たいまつ、懐中電灯（英）
952,fussy,細かいことにうるさい、好き嫌いの激しい
953,emigration,移住（他国への移住）
954,diagonally,斜めに
955,salute,敬礼する、敬意を表する、敬礼
956,recollect,思い出す、回想する
957,hostage,人質
958,comrade,仲間、同志
959,partition,仕切り、分割、分ける
960,slant,傾斜、傾き、偏見、傾ける
961,curb,抑制する、歩道の縁石
962,deformity,奇形、ゆがみ
963,crouch,しゃがむ、うずくまる
964,immeasurable,計り知れない、非常に大きい
965,agitate,動揺させる、扇動する、かき混ぜる
966,recede,後退する、遠のく
967,crisp,パリッとした、カリッとした、（空気が）さわやかな
968,frantic,取り乱した、必死の
969,editorial,社説、編集上の
970,execute,実行する、処刑する
971,pinpoint,正確に指摘する、正確な
972,adorable,とても可愛らしい、愛らしい
973,deflect,そらす、方向を変えさせる
974,crude,粗末な、雑な、未精製の、粗野な
975,intersect,交差する
976,dazed,茫然とした、ぼうっとした
977,console,慰める、コンソール（操作盤）
978,spiteful,意地悪な、悪意のある
979,sanction,制裁、認可、制裁する、承認する
980,influx,流入、殺到
981,scrap,廃棄する、くず鉄・廃材、小さな断片
982,ditch,溝、捨てる・見捨てる、（乗り物が）不時着する
983,relay,中継する、リレーする、中継・リレー
984,illogical,非論理的な、筋が通らない
985,discharge,放出する、解放する、解雇する、退院・退役させる
986,charm,魅力、お守り、魅了する
987,hinge,蝶番、〜次第である（hinge on〜）
988,supreme,最高の、至上の
989,invisible,目に見えない、不可視の
990,spark,火花、きっかけ、引き起こす
991,analogy,類推、類似
992,gradation,段階的変化、グラデーション
993,superficial,表面的な、浅い
994,bearable,耐えられる、我慢できる
995,sinister,不吉な、邪悪な、不気味な
996,lean,傾く、もたれる、痩せた、脂肪の少ない
997,glorify,美化する、賛美する
998,breadth,幅、広がり
999,chaotic,混沌とした、無秩序な
1000,dutiful,義務に忠実な、親孝行な
1001,sincerity,誠実さ、真心
1002,restless,落ち着かない、そわそわした
1003,stack,積み重ね、山、積み重ねる
1004,shred,ごく少量、細切れ、ずたずたに裂く
1005,dimension,寸法、側面・要素、次元
1006,aimlessly,あてもなく、目的もなく
1007,rejoice,喜ぶ、大喜びする
1008,wrinkle,しわ、しわを寄せる
1009,despise,軽蔑する、見下す
1010,exterminate,全滅させる、根絶する
1011,choke,息が詰まる、窒息させる
1012,splinter,とげ、木片、バラバラに割る・割れる
1013,immense,莫大な、とてつもなく大きい
1014,glossy,つやつやした、光沢のある
1015,brace,備える、身構える、支え・補強具
1016,blast,爆発、突風、爆破する
1017,mellow,まろやかな、落ち着いた、熟成した
1018,liable,〜しがちな、〜の責任がある
1019,inclination,傾向、好み、意向
1020,redeem,償う、取り戻す、（クーポンなどを）引き換える
1021,depot,倉庫、貯蔵所、（バスなどの）車庫・駅
1022,plural,複数形（の）
1023,forsake,見捨てる、あきらめる
1024,retrace,引き返す、（足跡などを）たどり直す
1025,naive,世間知らずの、素朴な、単純な
1026,uptight,ピリピリした、神経質な、堅苦しい
1027,ornament,飾り、装飾品、飾る
1028,inhibit,抑制する、抑える、妨げる
1029,smash,粉々にする、激しく壊す、大成功・完敗
1030,modest,控えめな、謙虚な、質素な、（量が）さほど多くない
1031,hardy,たくましい、丈夫な、（寒さなどに）強い
1032,entitle,〜に資格を与える、題名をつける
1033,taint,汚す、悪くする、汚点・不名誉
1034,striking,目立つ、印象的な、顕著な
1035,indulgent,甘い、寛大な、好きなことをさせる
1036,discreet,慎重な、思慮深い
1037,incurable,不治の、直しようのない
1038,complement,補完物、補うもの、補う
1039,unsound,健全でない、信頼できない、根拠の薄い
1040,wield,振るう、使いこなす（権力・武器など）
1041,dislocate,脱臼させる、位置をずらす・乱す
1042,pledge,誓約、公約、誓う・約束する
1043,gargle,うがいする、うがい薬
1044,contempt,軽蔑、侮り
1045,aggravate,悪化させる、いらだたせる
1046,horrify,ぞっとさせる、恐怖を与える
1047,vulgar,下品な、品のない、俗悪な
1048,cordial,心のこもった、温かい
1049,drift,漂う、流される、漂流・漂い
1050,circuit,回路、一周、巡回
1051,blueprint,青写真、設計図、計画
1052,vault,金庫室、地下室、アーチ型天井、跳ぶ
1053,ratio,比率
1054,dismayed,うろたえた、がっかりした
1055,trim,整える、刈り込む、装飾、すっきりした
1056,ignition,点火、点火装置
1057,insight,洞察、洞察力
1058,dismantle,分解する、取り壊す
1059,indefinite,はっきりしない、期限のない
1060,cunning,ずる賢い、狡猾な、巧みな
1061,scorn,軽蔑（する）
1062,commencement,開始、（米）卒業式
1063,deteriorate,悪化する、悪化させる
1064,pathetic,哀れな、情けない
1065,scrape,こする、こすり取る、かすり傷
1066,perimeter,周囲、周辺境界線
1067,transcription,書き写し、転写、文字起こし
1068,chunk,塊、大きな部分
1069,humble,謙虚な、質素な、身分の低い、謙虚にさせる
1070,simmer,ことこと煮る、くすぶる
1071,monotonous,単調な、変化のない
1072,swift,素早い、迅速な
1073,premature,早すぎる、早産の、時期尚早の
1074,infinite,無限の、限りない
1075,deploy,（軍隊などを）展開する、配置する、活用する
1076,sterile,不毛の、殺菌された、子どもができない
1077,maze,迷路、込み入った状況
1078,dreary,陰鬱な、退屈な、どんよりした
1079,eject,追い出す、追い払う、排出する
1080,fluent,流暢な、すらすら話せる
1081,disown,自分と関係ないと言う、（親子の）縁を切る
1082,attendant,付き添い、係員、付随する
1083,vigilant,油断のない、警戒している
1084,cumulative,累積的な、累積した
1085,enchant,うっとりさせる、魅了する
1086,candid,率直な、ざっくばらんな、（写真が）自然な
1087,jumble,ごちゃまぜにする、ごちゃまぜ、乱雑なもの
1088,momentary,一瞬の、つかの間の
1089,miniature,小型の、ミニチュア
1090,outpace,〜をしのぐ、〜より速く進む
1091,decline,減少する、衰退する、（丁寧に）断る
1092,reveal,明らかにする、見せる・暴く
1093,associate,関連づける、仲間、同僚
1094,confirm,確認する、裏づける
1095,renew,更新する、新たにする、再開する
1096,predict,予測する、予言する
1097,conflict,対立、衝突、矛盾、対立する
1098,imply,暗示する、ほのめかす
1099,restrict,制限する、限定する
1100,circumstance,状況、事情、環境
1101,symptom,症状、兆候
1102,regulate,規制する、調整する、管理する
1103,emphasize,強調する
1104,identify,特定する、身元を確認する、同一視する
1105,reliable,信頼できる、頼りになる
1106,monitor,監視する、見守る、モニター
1107,update,最新の状態にする、更新（情報）
1108,contrast,対比、対照、対照をなす
1109,appropriate,適切な、ふさわしい
1110,adapt,適応する、改作する、順応させる
1111,genetic,遺伝子の、遺伝的な
1112,upgrade,改良する、グレードアップする、格上げ
1113,commit,犯す（罪など）、（真剣に）取り組む、委ねる
1114,breed,繁殖させる、育てる、品種
1115,inspire,刺激する、ひらめきを与える、感動させる
1116,livestock,家畜
1117,exposure,さらされること、露出、暴露
1118,surrounding,周囲の、周囲の環境
1119,secure,安全な、確保する、手に入れる
1120,federal,連邦（政府）の
1121,commute,通勤する、通学する
1122,aggressive,攻撃的な、積極的な
1123,sufficient,十分な
1124,settlement,解決、和解、定住地、清算
1125,emerge,現れる、台頭する、（問題などが）明らかになる
1126,sophisticated,洗練された、高度な、教養のある
1127,undergo,経験する、受ける（手術・試験など）
1128,revenue,収入、歳入
1129,disorder,無秩序、混乱、（心身の）障害・不調
1130,relevant,関連のある、適切な
1131,overlook,見落とす、見逃す、見渡す
1132,negotiate,交渉する、取り決める
1133,inhabitant,住民、居住者
1134,prohibit,禁止する
1135,witness,目撃者、証人、目撃する
1136,likelihood,可能性、見込み
1137,vital,極めて重要な、生命維持に必要な、活気のある
1138,proponent,支持者、提唱者
1139,dump,投棄する、どさっと捨てる、ごみ捨て場
1140,refund,払い戻し、払い戻す
1141,scan,ざっと目を通す、スキャンする、じっと見る
1142,stimulate,刺激する、活性化する
1143,context,文脈、状況・背景
1144,massive,巨大な、大規模な
1145,reproduce,再生産する、複製する、繁殖する
1146,council,評議会、議会、協議機関
1147,lobby,ロビー、圧力団体、働きかける
1148,inject,注射する、注入する
1149,remarkable,注目すべき、驚くべき
1150,infrastructure,社会基盤、インフラ
1151,extract,抜き出す、抽出する、取り出したもの・抽出物
1152,plot,筋、構想、陰謀、区画、たくらむ
1153,innovation,革新、新機軸、新しいアイデア
1154,distinct,はっきり異なる、明確な
1155,extinct,絶滅した、消滅した
1156,personnel,職員、人員、人事部
1157,shallow,浅い、浅はかな
1158,portion,一部、分け前、（食べ物の）一人前
1159,advocate,擁護する、主張する、擁護者
1160,vessel,容器、器、船、血管
1161,crawl,はう、四つんばいで進む、のろのろ進む
1162,era,時代、〜時代
1163,drain,排出する、流出させる、疲れさせる、排水口
1164,motive,動機、理由
1165,remedy,治療法、改善策、治す・改善する
1166,rivalry,競争、対抗関係
1167,fraction,一部、分数、わずか
1168,minimal,最小限の、ごくわずかな
1169,grain,穀物、粒、木目
1170,legitimate,合法の、正当な
1171,revise,改訂する、見直す
1172,activate,作動させる、活性化する
1173,abuse,乱用、虐待、乱用する・虐待する
1174,celebrity,有名人、名声
1175,recession,不況、景気後退
1176,vomit,吐く、吐き出す、嘔吐
1177,scheme,計画、たくらみ、陰謀、計画を立てる
1178,closure,閉鎖、終結
1179,retain,保持する、保つ
1180,cautious,用心深い、慎重な
1181,viable,実行可能な、生存可能な
1182,terrain,地形、地帯
1183,toll,通行料、（被害・死傷者などの）数
1184,agenda,議題、議事日程
1185,desperate,必死の、絶望的な、切実な
1186,hatch,孵化する、（計画などを）企てる、ハッチ・小扉
1187,surveillance,監視、見張り
1188,colonize,植民地化する、定住する
1189,confidential,機密の、内密の
1190,breakup,別れ、解体・分裂
1191,corridor,廊下、通路
1192,utility,公共事業（ガス・水道など）、実用性
1193,specimen,標本、見本
1194,input,入力、意見・情報の提供
1195,infamous,悪名高い、不名誉な
1196,publicity,宣伝、注目・評判
1197,currency,通貨、普及・流通
1198,undermine,弱体化させる、徐々に傷つける
1199,sweep,掃く、さっと通り過ぎる、一掃する
1200,horizontal,水平の、横向きの
1201,torture,拷問する、ひどく苦しめる
1202,descent,下降、血統・家系
1203,alienate,遠ざける、疎外する
1204,submerge,水中に沈める、沈む
1205,errand,お使い、用足し
1206,commodity,商品、生活必需品
1207,outburst,（感情などの）爆発、激発
1208,comparable,同程度の、比較できる
1209,compile,（資料などを）まとめる、編集する
1210,inception,始まり、発端
1211,aquatic,水生の、水の
1212,grind,挽く、すりつぶす、こつこつやる
1213,upheaval,大変動、激変
1214,feast,ごちそう、宴会、ごちそうする
1215,scope,範囲、（活動の）幅・余地
1216,burden,重荷、負担、負担をかける
1217,cram,詰め込む、詰め込み勉強をする
1218,assault,暴行、攻撃、襲う
1219,acoustic,音響の、アコースティックの
1220,enact,制定する（法律など）、演じる
1221,contend,主張する、争う
1222,rubbish,ごみ、くだらないもの・こと
1223,projection,予測、投影、映写
1224,generosity,寛大さ、気前のよさ
1225,cooperative,協力的な、協同組合
1226,cater,料理をまかなう、ニーズに応じる
1227,ruthless,無慈悲な、容赦ない
1228,induce,誘発する、説得して〜させる
1229,disregard,無視する、軽視する、無視・軽視
1230,recess,休憩時間、休会、くぼみ
1231,wholesome,健康によい、健全な
1232,communal,共同の、地域社会の
1233,freight,貨物、貨物輸送
1234,irreversible,元に戻せない、取り返しのつかない
1235,variable,変わりやすい、可変の、変数
1236,formalize,正式な形にする、形式化する
1237,proportion,割合、部分、均衡・つり合い
1238,sensation,感覚、大評判・センセーション
1239,terminate,終わる、終わらせる、打ち切る
1240,exploit,不当に利用する・搾取する、功績・偉業
1241,antiquity,古代、古物
1242,centralize,集中させる、一元化する
1243,sympathize,同情する、共感する
1244,anonymous,匿名の、名前を明かさない
1245,influential,影響力の大きい
1246,mumble,ぶつぶつ言う、もごもご話す
1247,partial,部分的な、依怙贔屓する
1248,sanitation,衛生設備、公衆衛生
1249,hail,歓呼して迎える、ひょう・あられ
1250,manipulate,巧みに扱う、操作する・操る
1251,profound,深い、重大な、深遠な
1252,perception,認識、知覚、見方
1253,thesis,論文、主張・命題
1254,pastime,気晴らし、娯楽
1255,swamp,沼地、押し寄せて圧倒する
1256,flock,群れ、群がる・集まる
1257,predate,〜より前から存在する、〜に先行する
1258,phonetic,音声の、発音上の
1259,creditor,債権者
1260,facade,建物の正面、外見・見せかけ
1261,lofty,非常に高い、高尚な、尊大な
1262,rite,儀式、宗教儀礼
1263,devious,ずる賢い、遠回りの、不誠実な
1264,deadlock,行き詰まり、膠着状態
1265,incessant,絶え間ない、ひっきりなしの
1266,beckon,手招きする、誘う
1267,configuration,配置、構成、形状
1268,subtract,差し引く、引き算する
1269,quaint,古風で趣のある、風変わりで面白い
1270,downplay,過小評価する、軽く扱う
1271,erratic,不規則な、気まぐれな
1272,inanimate,生命のない、無生物の
1273,inheritance,相続財産、受け継いだもの（遺産・性質など）
1274,upcoming,今度の、近くやって来る
1275,inclusive,含めての、込みの
1276,breakout,突然の発生、大躍進、脱走
1277,envious,うらやましがっている、ねたましい
1278,ominous,不吉な、不穏な
1279,slam,バタンと閉める、激しく非難する
1280,deem,〜とみなす、〜と考える
1281,solitude,孤独、ひとりきりの状態
1282,garment,衣服、衣類
1283,pinch,つまむ、挟む、窮地・苦境
1284,credibility,信頼性、信用できること
1285,bow,おじぎする、弓、（船の）船首
1286,revitalize,再活性化する、活気を取り戻させる
1287,utterance,発言、発声
1288,conscience,良心
1289,discord,不和、対立・不一致
1290,synthesize,合成する、総合する
1291,juvenile,未成年の、青少年の、未成年者
1292,droop,垂れ下がる、しおれる
1293,numb,まひした、かじかんだ、ぼう然とした
1294,extinguish,消す、消滅させる
1295,scam,詐欺、詐欺行為
1296,backlog,未処理の山、たまった仕事
1297,swap,交換する、取り替え、交換
1298,dissolve,溶かす、溶ける、解散させる
1299,discern,見分ける、識別する、見抜く
1300,rebound,跳ね返る、回復する、跳ね返り
1301,boundless,果てしない、無限の
1302,meditate,瞑想する、深く考える
1303,repel,追い払う、反発させる、不快にさせる
1304,shove,ぐいっと押す、突き飛ばす
1305,fumigate,燻蒸消毒する
1306,majestic,雄大な、荘厳な、堂々とした
1307,upscale,高級な、高所得者向けの
1308,sly,ずる賢い、こっそりした
1309,subsistence,生計、生存（のための最低限の生活）
1310,preliminary,予備の、準備の、予選
1311,stout,がっしりした、丈夫な、太めの
1312,occupancy,入居、占有率
1313,triumph,勝利、大成功、勝利する
1314,ammunition,弾薬、（議論などの）攻撃材料
1315,resilient,弾力のある、立ち直りの早い
1316,sprout,芽を出す、急に伸びる、芽
1317,ensue,続いて起こる、結果として起こる
1318,showdown,最終対決、決着
1319,dialect,方言
1320,setback,後退、挫折、逆風
1321,caption,キャプション、写真などの説明文
1322,amnesty,恩赦、大赦
1323,ferocious,凶暴な、激しい
1324,swerve,急に方向を変える、それる
1325,glimpse,ちらっと見ること、一見
1326,clause,条項、（文法の）節
1327,sphere,球体、領域・範囲
1328,constellation,星座、（関連のある）一団
1329,haunt,出没する、つきまとう
1330,delirious,うわごとを言うほど興奮した、狂乱した
1331,blissful,この上なく幸せな、至福の
1332,eternity,永遠、長い長い時間
1333,abstract,抽象的な、要約、要約する
1334,pretense,ふり、見せかけ
1335,admonish,注意する、忠告する、叱る
1336,incriminate,罪を負わせる、罪があるようにする
1337,vicinity,近辺、付近
1338,enrage,激怒させる
1339,replenish,補充する、再び満たす
1340,chronicle,年代記、年代順に記録する
1341,underfed,栄養不足の、十分食べていない
1342,falsify,改ざんする、偽造する
1343,eerie,不気味な、薄気味悪い
1344,static,静的な、静止した、（ラジオなどの）雑音
1345,envoy,使節、外交使節
1346,immovable,動かない、不動の
1347,amplify,増幅する、拡大する、詳述する
1348,flare,ぱっと燃え上がる、閃光、急な悪化
1349,gratitude,感謝
1350,upturn,好転、上向き
1351,gauge,測る、判断する、計器
1352,disperse,散らす、分散させる、散る
1353,bundle,束、包み、束ねる・まとめる
1354,invincible,無敵の、打ち負かせない
1355,comprise,〜から成る、含む
1356,probe,探る、精査する、（宇宙などの）探査機
1357,paralyze,麻痺させる、機能しなくする
1358,annotation,注釈、注記
1359,tactical,戦術的な、戦術上の
1360,menace,脅威、おびやかすもの、脅かす
1361,detachment,分離、距離を置く姿勢、派遣部隊
1362,gaudy,けばけばしい、派手で趣味の悪い
1363,agonize,苦悩する、悩み抜く
1364,fracture,骨折、ひび、骨折する・割れる
1365,corrode,腐食する、さびつかせる
1366,duplicate,複製する、複製の、写し
1367,holistic,全体論的な、総合的な
1368,dilution,薄めること、希釈
1369,posture,姿勢、態度、構える
1370,rampage,暴れ回る、暴れ回り
1371,stunt,妙技、スタント、成長を妨げる
1372,perspire,汗をかく
1373,sublime,崇高な、荘厳な、（感動が）すばらしい
1374,renounce,放棄する、断念する
1375,referral,紹介、照会
1376,admiration,称賛、感嘆
1377,constraint,制約、束縛
1378,cult,カルト、熱狂的信奉、カルト的な
1379,mundane,日常的な、ありふれた、世俗的な
1380,unravel,解く、解明する、ほどける
1381,ecstatic,有頂天の、大喜びの
1382,inept,不器用な、無能な、場違いな
1383,hypothetical,仮定の、仮想の
1384,empathy,共感
1385,imposing,堂々とした、威厳のある、印象的な
1386,incisive,鋭い、切れ味のある
1387,brag,自慢する、自慢話をする
1388,entice,誘う、引きつける
1389,disdain,軽蔑、軽蔑する
1390,congregate,集まる、集める
1391,improvise,即興で行う、即興演奏・即興スピーチをする
1392,instrumental,役立つ、手段となる、器楽の
1393,transient,一時的な、つかの間の、短期滞在者
1394,subordinate,従属している、下位の、部下
1395,peculiar,奇妙な、特有の
1396,bounce,跳ねる、跳ね返る、跳ね返り
1397,protocol,議定書、儀礼、手順、プロトコル
1398,typify,〜の典型である、特徴づける
1399,manuscript,原稿、手書き原稿
1400,alignment,整列、調整、一致
1401,banish,追放する、追い払う
1402,condemn,非難する、有罪と宣告する
1403,detonate,爆発させる、爆発する
1404,emulate,見習う、競うようにまねる
1405,additive,添加物
1406,gravitate,（自然に）引き寄せられる、〜に向かう
1407,stationary,動かない、静止した
1408,repeal,廃止する、撤回する（法律など）
1409,disprove,誤りだと証明する
1410,utensil,器具、道具（特に台所用品）
1411,adrift,漂流して、目的もなくさまよって
1412,instigate,扇動する、引き起こす
1413,thrust,ぐいっと押す、突き刺す、突き
1414,ignorance,無知、知らないこと
1415,customary,慣習的な、いつもの
1416,blink,まばたきする、点滅する
1417,hereditary,遺伝性の、世襲の
1418,solemn,厳粛な、まじめな
1419,swarm,群れ、群がる
1420,unperturbed,動じない、落ち着き払った
1421,phase,段階、局面
1422,tumble,転ぶ、転げ落ちる、急落する
1423,initiative,主導権、新たな取り組み、イニシアチブ
1424,soothe,なだめる、和らげる
1425,crest,頂上、山頂、（波の）頂
1426,torment,ひどく苦しめる、苦痛・拷問
1427,revoke,取り消す、撤回する
1428,assimilate,同化する、吸収する（知識・文化など）
1429,dispel,追い払う、（不安などを）一掃する
1430,diverge,分岐する、別方向にそれる
1431,condiment,調味料
1432,noble,高貴な、気高い、貴族の
1433,futile,無駄な、無益な
1434,saturate,飽和させる、びしょ濡れにする
1435,eradicate,根絶する、一掃する
1436,overlap,重なる、重ねる、重なり
1437,muddle,ごちゃ混ぜにする、混乱させる
1438,reckon,思う、見なす、計算する
1439,ingest,摂取する、飲み込む
1440,reminiscent,思い出させる、懐かしい感じの
1441,budget,予算、予算を立てる
1442,overall,全体の、総合的な、全体として
1443,illegal,違法の
1444,potential,可能性（のある）、潜在的な
1445,ban,禁止する、禁止
1446,alternative,代わりの、代案、二者択一
1447,address,対処する、演説する、住所
1448,widespread,広範囲にわたる、広く行き渡った
1449,consume,消費する、食べる・飲む
1450,property,財産、不動産、特性
1451,absorb,吸収する、夢中にさせる
1452,facility,施設、設備、能力
1453,invest,投資する
1454,relatively,比較的、相対的に
1455,long-term,長期的な
1456,analyze,分析する
1457,medication,薬、投薬
1458,regarding,〜に関して
1459,beneficial,有益な、ためになる
1460,colleague,同僚
1461,efficient,効率的な、有能な
1462,register,登録する、記録する、レジ
1463,promotion,昇進、販売促進、宣伝
1464,shift,移動、変化、交代勤務、変える
1465,numerous,多数の、たくさんの
1466,candidate,候補者、志願者
1467,criticism,批判、批評
1468,guarantee,保証する、保証
1469,consequently,その結果として、したがって
1470,agricultural,農業の
1471,reduction,削減、縮小
1472,requirement,必要条件、要件
1473,enormous,巨大な、莫大な
1474,session,（活動の）時間、会期、セッション
1475,affordable,手頃な値段の、支払える
1476,lessen,減らす、減る
1477,insurance,保険
1478,oppose,反対する
1479,deposit,預金、頭金、堆積物、預ける・置く
1480,costly,高価な、損失の大きい
1481,domestic,家庭の、国内の、飼いならされた
1482,detect,発見する、感知する
1483,awareness,自覚、意識
1484,strategy,戦略、方針
1485,priority,優先事項、優先権
1486,representative,代表者、代表の、典型的な
1487,outcome,結果、結末
1488,preserve,保存する、守る
